21272;1003;"2";2;118;51;"2016-08-11 21:00:00";"2016-01-20 00:30:00";"2016-08-11 06:00:00";"2016-08-11 05:23:38";60;"";"";"49 Withers Road, Kellyville, Australia";"https://maps.google.com/maps?um=1&ie=UTF-8&sa=N&tab=wl&q=-33.68489620,150.93239150";"";"INSPECTED"
21273;1003;"2";2;109;51;"2016-08-11 21:00:00";"2016-01-25 00:30:00";"2016-08-11 06:00:00";"2016-08-11 05:29:25";60;"";"";"147-151 Sanctuary Drive, Rouse Hill, Australia";"https://maps.google.com/maps?um=1&ie=UTF-8&sa=N&tab=wl&q=-33.68714540,150.92934240";"";"INSPECTED"
21274;1003;"2";2;115;51;"2016-08-11 20:00:00";"2016-03-21 00:30:00";"2016-08-11 06:00:00";"2016-08-11 05:36:17";60;"";"";"Rouse Hill, Australia";"https://maps.google.com/maps?um=1&ie=UTF-8&sa=N&tab=wl&q=-33.67212730,150.92003910";"";"INSPECTED"
21275;1003;"2";2;114;51;"2016-08-11 23:30:00";"2016-01-22 00:30:00";"2016-08-11 08:30:00";"2016-08-11 05:41:19";60;"";"";"Commercial Road, Rouse Hill, Australia";"https://maps.google.com/maps?um=1&ie=UTF-8&sa=N&tab=wl&q=-33.68405730,150.92913580";"";"EARLY"
21279;1003;"2";0;86;52;"2016-08-11 21:00:00";"2016-08-04 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21280;1003;"2";2;114;51;"";"";"";"2016-08-11 07:20:15";0;"";"";"Commercial Road, Rouse Hill, Australia";"https://maps.google.com/maps?um=1&ie=UTF-8&sa=N&tab=wl&q=-33.68410550,150.92912670";"";"DUPLICATE"
21281;1003;"2";2;113;51;"2016-08-12 00:00:00";"2016-03-21 00:30:00";"2016-08-11 08:30:00";"2016-08-11 07:39:11";60;"";"";"92 Wrights Road, Kellyville, Australia";"https://maps.google.com/maps?um=1&ie=UTF-8&sa=N&tab=wl&q=-33.71466420,150.97372100";"";"INSPECTED"
21282;1003;"2";2;110;51;"2016-08-11 20:00:00";"2016-03-21 00:30:00";"2016-08-11 06:00:00";"2016-08-11 07:46:38";60;"";"";"8 Memorial Avenue, Kellyville, Australia";"https://maps.google.com/maps?um=1&ie=UTF-8&sa=N&tab=wl&q=-33.71772650,150.95730190";"";"LATE"
21283;1003;"2";2;134;51;"2016-08-11 21:00:00";"2016-01-25 00:30:00";"2016-08-11 06:00:00";"2016-08-11 07:58:08";60;"";"";"ADDRESS_NOT_FOUND";"https://maps.google.com/maps?um=1&ie=UTF-8&sa=N&tab=wl&q=-33.73916530,150.95242920";"";"LATE"
21284;1003;"2";2;90;51;"";"";"";"2016-08-11 07:59:18";0;"";"";"11 Elizabeth MacArthur Drive, Bella Vista, Australia";"https://maps.google.com/maps?um=1&ie=UTF-8&sa=N&tab=wl&q=-33.73975820,150.95217410";"";"UNSCHEDULED"
21285;1003;"2";0;91;51;"2016-08-11 20:00:00";"2016-02-16 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21286;1003;"2";2;136;51;"";"";"";"2016-08-11 08:05:13";0;"";"";"16 Norbrik Drive, Bella Vista, Australia";"https://maps.google.com/maps?um=1&ie=UTF-8&sa=N&tab=wl&q=-33.74409640,150.95556090";"";"UNSCHEDULED"
21287;1003;"2";2;111;51;"2016-08-11 20:00:00";"2016-03-21 00:30:00";"2016-08-11 06:00:00";"2016-08-11 08:13:20";60;"";"";"16 Norbrik Drive, Bella Vista, Australia";"https://maps.google.com/maps?um=1&ie=UTF-8&sa=N&tab=wl&q=-33.74409640,150.95556090";"";"LATE"
21288;1003;"2";2;128;51;"";"";"";"2016-08-11 08:22:55";0;"";"";"ADDRESS_NOT_FOUND";"https://maps.google.com/maps?um=1&ie=UTF-8&sa=N&tab=wl&q=-33.76310880,150.98089660";"";"UNSCHEDULED"
21289;1003;"2";2;147;51;"";"";"";"2016-08-11 08:24:21";0;"";"";"ADDRESS_NOT_FOUND";"https://maps.google.com/maps?um=1&ie=UTF-8&sa=N&tab=wl&q=-33.76430720,150.98110770";"";"UNSCHEDULED"
21290;1003;"2";2;62;51;"2016-08-12 00:00:00";"2016-03-21 00:30:00";"2016-08-11 08:30:00";"2016-08-11 08:25:47";60;"";"";"ADDRESS_NOT_FOUND";"https://maps.google.com/maps?um=1&ie=UTF-8&sa=N&tab=wl&q=-33.76430720,150.98110770";"";"INSPECTED"
21291;1003;"2";2;129;51;"";"";"";"2016-08-11 08:27:27";0;"";"";"9 Eucalyptus Court, Baulkham Hills, Australia";"https://maps.google.com/maps?um=1&ie=UTF-8&sa=N&tab=wl&q=-33.76646020,150.98320150";"";"UNSCHEDULED"
21292;1003;"2";2;127;51;"";"";"";"2016-08-11 08:28:53";0;"";"";"3 Luculia Avenue, Baulkham Hills, Australia";"https://maps.google.com/maps?um=1&ie=UTF-8&sa=N&tab=wl&q=-33.76808150,150.98330980";"";"UNSCHEDULED"
21293;1003;"2";0;2722;51;"2016-08-11 22:30:00";"2016-08-04 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21294;1003;"2";0;2723;51;"2016-08-11 22:30:00";"2016-08-04 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21295;1003;"2";0;2726;51;"2016-08-11 22:30:00";"2016-08-04 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21296;1003;"2";0;118;51;"2016-08-12 00:00:00";"2016-03-21 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21297;1003;"2";0;2719;52;"2016-08-11 22:00:00";"2016-08-04 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21298;1003;"2";0;80;52;"2016-08-12 05:30:00";"2016-08-04 00:30:00";"2016-08-11 13:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21299;1003;"2";0;81;52;"2016-08-12 05:00:00";"2016-08-04 00:30:00";"2016-08-11 13:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21355;1003;"2";-1;0;0;"2016-08-12 09:32:56";"";"2016-08-11 16:32:56";"";0;"";"";"";"";"";"SHUTDOWN_EVENT"
21411;1003;"2";-1;0;0;"2016-08-12 09:54:21";"";"2016-08-11 16:54:21";"";0;"";"";"";"";"";"SHUTDOWN_EVENT"
21456;1003;"2";0;71;50;"2016-08-11 23:30:00";"2016-01-22 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21457;1003;"2";0;141;50;"2016-08-11 23:30:00";"2016-02-12 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21458;1003;"2";0;51;50;"2016-08-11 23:30:00";"2016-02-15 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21459;1003;"2";0;140;50;"2016-08-11 23:30:00";"2016-02-15 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21460;1003;"2";0;142;50;"2016-08-11 23:30:00";"2016-02-15 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21461;1003;"2";0;143;50;"2016-08-11 23:30:00";"2016-02-15 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21462;1003;"2";0;53;50;"2016-08-12 00:00:00";"2016-03-21 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21463;1003;"2";0;145;50;"2016-08-12 00:00:00";"2016-03-21 00:00:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21464;1003;"2";0;68;50;"2016-08-12 05:00:00";"2016-01-20 00:30:00";"2016-08-11 13:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21465;1003;"2";0;60;50;"2016-08-12 05:00:00";"2016-03-17 00:30:00";"2016-08-11 13:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21466;1003;"2";0;2731;50;"2016-08-12 05:00:00";"2016-05-04 00:30:00";"2016-08-11 13:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21468;1003;"2";-1;0;0;"2016-08-12 09:57:16";"";"2016-08-11 16:57:16";"";0;"";"";"";"";"";"SHUTDOWN_EVENT"
21469;1003;"2";0;2731;50;"2016-08-11 18:00:00";"2016-05-04 00:30:00";"2016-08-11 03:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21470;1003;"2";0;58;50;"2016-08-11 18:30:00";"2016-01-25 00:30:00";"2016-08-11 02:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21471;1003;"2";0;2733;50;"2016-08-11 18:30:00";"2016-08-02 00:30:00";"2016-08-11 06:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21472;1003;"2";0;74;50;"2016-08-11 19:00:00";"2016-01-20 00:30:00";"2016-08-11 04:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21473;1003;"2";0;78;50;"2016-08-11 19:00:00";"2016-01-22 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21474;1003;"2";0;147;50;"2016-08-11 20:00:00";"2016-01-22 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21475;1003;"2";0;127;50;"2016-08-11 20:00:00";"2016-01-22 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21476;1003;"2";0;129;50;"2016-08-11 20:00:00";"2016-01-22 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21477;1003;"2";0;128;50;"2016-08-11 20:00:00";"2016-01-22 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21478;1003;"2";0;63;50;"2016-08-11 20:00:00";"2016-01-22 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21479;1003;"2";0;89;50;"2016-08-11 20:00:00";"2016-01-22 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21480;1003;"2";0;131;50;"2016-08-11 20:00:00";"2016-01-22 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21481;1003;"2";0;132;50;"2016-08-11 20:00:00";"2016-01-22 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21482;1003;"2";0;148;50;"2016-08-11 20:00:00";"2016-01-22 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21483;1003;"2";0;149;50;"2016-08-11 20:00:00";"2016-01-22 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21484;1003;"2";0;55;50;"2016-08-11 20:00:00";"2016-01-25 00:30:00";"2016-08-11 04:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21485;1003;"2";0;67;50;"2016-08-11 20:00:00";"2016-01-25 00:30:00";"2016-08-11 04:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21486;1003;"2";0;136;50;"2016-08-11 20:00:00";"2016-01-28 00:30:00";"2016-08-11 04:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21487;1003;"2";0;64;50;"2016-08-11 20:00:00";"2016-02-16 00:30:00";"2016-08-11 04:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21488;1003;"2";0;96;50;"2016-08-11 20:00:00";"2016-03-21 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21489;1003;"2";0;61;50;"2016-08-11 20:00:00";"2016-03-21 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21490;1003;"2";0;66;50;"2016-08-11 20:00:00";"2016-03-21 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21491;1003;"2";0;56;50;"2016-08-11 20:30:00";"2016-01-25 00:30:00";"2016-08-11 04:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21492;1003;"2";0;70;50;"2016-08-11 20:30:00";"2016-01-25 00:30:00";"2016-08-11 04:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21493;1003;"2";0;54;50;"2016-08-11 21:00:00";"2016-01-22 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21494;1003;"2";0;52;50;"2016-08-11 21:00:00";"2016-01-25 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21495;1003;"2";0;145;50;"2016-08-11 21:00:00";"2016-01-25 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21496;1003;"2";0;146;50;"2016-08-11 21:00:00";"2016-01-25 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21497;1003;"2";0;53;50;"2016-08-11 21:00:00";"2016-01-25 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21498;1003;"2";0;62;50;"2016-08-11 21:00:00";"2016-01-25 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21499;1003;"2";0;71;50;"2016-08-11 21:00:00";"2016-01-25 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21500;1003;"2";0;75;50;"2016-08-11 21:00:00";"2016-01-25 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21501;1003;"2";0;76;50;"2016-08-11 21:00:00";"2016-01-25 00:30:00";"2016-08-11 05:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21502;1003;"2";0;60;50;"2016-08-11 21:00:00";"2016-03-17 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21503;1003;"2";0;113;50;"2016-08-11 21:00:00";"2016-08-02 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21504;1003;"2";0;88;50;"2016-08-11 21:00:00";"2016-08-02 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21505;1003;"2";0;72;50;"2016-08-11 22:00:00";"2016-03-21 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21506;1003;"2";0;2724;50;"2016-08-11 22:30:00";"2016-02-15 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21507;1003;"2";0;2725;50;"2016-08-11 22:30:00";"2016-02-15 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21508;1003;"2";0;70;50;"2016-08-11 22:30:00";"2016-03-21 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21509;1003;"2";0;2718;50;"2016-08-11 22:30:00";"2016-08-04 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21510;1003;"2";0;2720;50;"2016-08-11 22:30:00";"2016-08-04 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21511;1003;"2";0;68;50;"2016-08-11 23:00:00";"2016-01-25 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21512;1003;"2";0;90;50;"2016-08-11 23:00:00";"2016-01-28 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
17223;1003;"2";-1;0;0;"2016-08-03 17:53:31";"";"2016-08-03 00:53:31";"";0;"";"";"";"";"";"SHUTDOWN_EVENT"
17224;1003;"2";-1;0;0;"2016-08-03 17:54:44";"";"2016-08-03 00:54:44";"";0;"";"";"";"";"";"SHUTDOWN_EVENT"
17225;1003;"2";-1;0;0;"2016-08-03 17:55:02";"";"2016-08-03 00:55:02";"";0;"";"";"";"";"";"SHUTDOWN_EVENT"
17226;1003;"2";-1;0;0;"2016-08-03 18:14:55";"";"2016-08-03 01:14:55";"";0;"";"";"";"";"";"SHUTDOWN_EVENT"
17539;1003;"2";-1;0;0;"2016-08-03 19:09:01";"";"2016-08-03 02:09:01";"";0;"";"";"";"";"";"SHUTDOWN_EVENT"
21355;1003;"2";-1;0;0;"2016-08-12 09:32:56";"";"2016-08-11 16:32:56";"";0;"";"";"";"";"";"SHUTDOWN_EVENT"
21411;1003;"2";-1;0;0;"2016-08-12 09:54:21";"";"2016-08-11 16:54:21";"";0;"";"";"";"";"";"SHUTDOWN_EVENT"
21456;1003;"2";0;71;50;"2016-08-11 23:30:00";"2016-01-22 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21457;1003;"2";0;141;50;"2016-08-11 23:30:00";"2016-02-12 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21458;1003;"2";0;51;50;"2016-08-11 23:30:00";"2016-02-15 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21459;1003;"2";0;140;50;"2016-08-11 23:30:00";"2016-02-15 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21460;1003;"2";0;142;50;"2016-08-11 23:30:00";"2016-02-15 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21461;1003;"2";0;143;50;"2016-08-11 23:30:00";"2016-02-15 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21462;1003;"2";0;53;50;"2016-08-12 00:00:00";"2016-03-21 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21463;1003;"2";0;145;50;"2016-08-12 00:00:00";"2016-03-21 00:00:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21464;1003;"2";0;68;50;"2016-08-12 05:00:00";"2016-01-20 00:30:00";"2016-08-11 13:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21465;1003;"2";0;60;50;"2016-08-12 05:00:00";"2016-03-17 00:30:00";"2016-08-11 13:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21466;1003;"2";0;2731;50;"2016-08-12 05:00:00";"2016-05-04 00:30:00";"2016-08-11 13:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21468;1003;"2";-1;0;0;"2016-08-12 09:57:16";"";"2016-08-11 16:57:16";"";0;"";"";"";"";"";"SHUTDOWN_EVENT"
21469;1003;"2";0;2731;50;"2016-08-11 18:00:00";"2016-05-04 00:30:00";"2016-08-11 03:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21470;1003;"2";0;58;50;"2016-08-11 18:30:00";"2016-01-25 00:30:00";"2016-08-11 02:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21471;1003;"2";0;2733;50;"2016-08-11 18:30:00";"2016-08-02 00:30:00";"2016-08-11 06:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21472;1003;"2";0;74;50;"2016-08-11 19:00:00";"2016-01-20 00:30:00";"2016-08-11 04:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21473;1003;"2";0;78;50;"2016-08-11 19:00:00";"2016-01-22 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21474;1003;"2";0;147;50;"2016-08-11 20:00:00";"2016-01-22 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21475;1003;"2";0;127;50;"2016-08-11 20:00:00";"2016-01-22 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21476;1003;"2";0;129;50;"2016-08-11 20:00:00";"2016-01-22 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21477;1003;"2";0;128;50;"2016-08-11 20:00:00";"2016-01-22 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21478;1003;"2";0;63;50;"2016-08-11 20:00:00";"2016-01-22 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21479;1003;"2";0;89;50;"2016-08-11 20:00:00";"2016-01-22 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21480;1003;"2";0;131;50;"2016-08-11 20:00:00";"2016-01-22 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21481;1003;"2";0;132;50;"2016-08-11 20:00:00";"2016-01-22 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21482;1003;"2";0;148;50;"2016-08-11 20:00:00";"2016-01-22 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21483;1003;"2";0;149;50;"2016-08-11 20:00:00";"2016-01-22 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21484;1003;"2";0;55;50;"2016-08-11 20:00:00";"2016-01-25 00:30:00";"2016-08-11 04:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21485;1003;"2";0;67;50;"2016-08-11 20:00:00";"2016-01-25 00:30:00";"2016-08-11 04:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21486;1003;"2";0;136;50;"2016-08-11 20:00:00";"2016-01-28 00:30:00";"2016-08-11 04:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21487;1003;"2";0;64;50;"2016-08-11 20:00:00";"2016-02-16 00:30:00";"2016-08-11 04:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21488;1003;"2";0;96;50;"2016-08-11 20:00:00";"2016-03-21 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21489;1003;"2";0;61;50;"2016-08-11 20:00:00";"2016-03-21 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21490;1003;"2";0;66;50;"2016-08-11 20:00:00";"2016-03-21 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21491;1003;"2";0;56;50;"2016-08-11 20:30:00";"2016-01-25 00:30:00";"2016-08-11 04:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21492;1003;"2";0;70;50;"2016-08-11 20:30:00";"2016-01-25 00:30:00";"2016-08-11 04:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21493;1003;"2";0;54;50;"2016-08-11 21:00:00";"2016-01-22 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21494;1003;"2";0;52;50;"2016-08-11 21:00:00";"2016-01-25 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21495;1003;"2";0;145;50;"2016-08-11 21:00:00";"2016-01-25 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21496;1003;"2";0;146;50;"2016-08-11 21:00:00";"2016-01-25 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21497;1003;"2";0;53;50;"2016-08-11 21:00:00";"2016-01-25 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21498;1003;"2";0;62;50;"2016-08-11 21:00:00";"2016-01-25 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21499;1003;"2";0;71;50;"2016-08-11 21:00:00";"2016-01-25 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21500;1003;"2";0;75;50;"2016-08-11 21:00:00";"2016-01-25 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21501;1003;"2";0;76;50;"2016-08-11 21:00:00";"2016-01-25 00:30:00";"2016-08-11 05:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21502;1003;"2";0;60;50;"2016-08-11 21:00:00";"2016-03-17 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21503;1003;"2";0;113;50;"2016-08-11 21:00:00";"2016-08-02 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21504;1003;"2";0;88;50;"2016-08-11 21:00:00";"2016-08-02 00:30:00";"2016-08-11 06:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21505;1003;"2";0;72;50;"2016-08-11 22:00:00";"2016-03-21 00:30:00";"2016-08-11 08:00:00";"";60;"";"";"";"";"";"UNINSPECTED"
21506;1003;"2";0;2724;50;"2016-08-11 22:30:00";"2016-02-15 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21507;1003;"2";0;2725;50;"2016-08-11 22:30:00";"2016-02-15 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21508;1003;"2";0;70;50;"2016-08-11 22:30:00";"2016-03-21 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21509;1003;"2";0;2718;50;"2016-08-11 22:30:00";"2016-08-04 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
21510;1003;"2";0;2720;50;"2016-08-11 22:30:00";"2016-08-04 00:30:00";"2016-08-11 08:30:00";"";60;"";"";"";"";"";"UNINSPECTED"
